,ID,Screen_name,Description,Friends_count,Follower_count,Tweet_count,Favourites_count
68,462584388,yk_sales,安政４年創業、歴史書出版社　吉川弘文館営業部の公式twitterです。中の人たちが好き勝手に運営しています。新刊・重版などの情報、イベント案内、ときどき小ネタを発信します。お問い合わせなどは、お電話／E-mail／HPの「お問い合わせ」より承ります。  http://t.co/KxcNIBBR1B,1025,9884,29362,10617
69,1429984261,___koshi,Nikon D850 age.22 風景写真が好きです🐋,266,1070,11345,19251
70,1170513325664288769,PhotoTakeshi,Tokyo (17) / 📷sonya7ⅱ,24,39,40,239
71,2995784497,misty__1999,競プロ以外もやる マグロ,6462,7609,84998,260787
72,890430793318670336,c2chem,数学/ほらに中本1,290,394,15165,14602
73,713193089490235392,eriho43,"mkn68→opucs4(1G)
https://t.co/9KQy2nlZ94
学び続ける意思ねえ",2062,1309,11316,42555
74,3171577495,KoshibaRobin,元KQS/Qさま‼高校生学力王4位/ks45→53→63→駿茶3号→早稲田政経/第72代青組,238,228,766,264
75,1215096298472263680,ocarina_cat,オカリナ吹きのスナネコです。通称りなねこです🐱ウクレレもひきます。スポーツもいろいろしてます。KingGnu、Official髭男dism、米津玄師が好きです！ ※たまに素がでます。アライさん界隈の住人です🦝,334,292,579,1274
76,1090136724695482369,shibuimaru_5,n=4 質問箱https://t.co/6Br81yY1om,741,583,1047,194
77,737296927973203968,foufou_marl,「健康的な消費のために」という姿勢で服を作っているファッションデザイナーだ！,420,25336,4217,9458
78,2280885108,KYOTO_SENSE,京大の魅力を伝えるメディアサークル「SENSE KYOTO」です。京大関連の記事をWEB上で発信してます。更新情報や記事などを呟くので京大生もそうじゃない方もフォローを！Facebookページの「いいね」もぜひ！ 新メンバー募集中です！！取材依頼やお問い合わせはsense.27.sense@gmail.comまで！,1582,1150,1173,111
79,8733162,Beriya,生　涯　反　動　だ　も　ん　で,973,3174,40882,32637
80,952836147155054592,Koju_photo,α7III/jeep wrangler/snowboard/camp,210,563,3344,10500
81,1160822736077217792,0q_xney,▲フォトグラファー。▲Webメディア「DopeZine」@dope_zine の編集長。 ▲日々オールドレンズで撮影したストリートスナップを中心に写真投稿しています。 ▲instagram: https://t.co/7fn4kz0VcR ▲note: https://t.co/jdc1ypKGK4,140,2309,1969,3161
82,970637290945986560,AR4i2k6u2t5o,東大2年💡/宅浪💭→理科一類⚗️→経済学部📖/お喋り好き👬/趣味:🎹と🎤/サークル:🎾と🏂/塾講師👨‍🏫/思いやり😊とユーモア🤣を大切にしてます/多くを与えられる人に/感謝される人間に/無人島買いたい🏝,920,963,40,1054
83,1132355864663171072,Hq2daDA2LkvJjOY,某海藻が物理をする垢/西の方の大学にいる,229,105,1623,1386
84,967276136458698752,Eleregi_null,"斬り捨てられた方の自分
自発""ほぼ""なし
積極的消極的運用",1774,915,16020,32656
85,968032759745622016,ohen2520,gf141st→uts1-8🇮🇹→理物B2/量子情報班/GUT/ホノマラ,712,1050,3954,17483
86,1124492123984650241,reitou_umee,受験生なのにお布団に引きこもってるアライサン。,143,57,4824,12066
87,816062813672083456,qa9O5NgCgPPaAgN,,95,63,387,460
88,1137350041020952578,TheGrayGray885,"大卒非正規底辺野郎。大卒後もレジを打ち続け、1年間、物流会社の通販事業部に務める。その後同じ業種の会社に転職するも1週間でクビ。再びスーパーに舞戻り、印刷会社の幽霊と化した。

幼少期からあまりに不器用すぎたので、診てもらったら発達障害グレーゾーン、要はただの『無能』というのが分かりました。",183,235,1259,2234
89,851457662168387584,pawiitra,前原中/専大松戸/駿台津田沼SP/千葉大学/園芸学部/果樹研究室/弓道部/青年海外協力隊/大田市場/園芸試験場/県庁/市役所,1872,2055,1719,2780
90,292907264,lilicalprese,ゴーイング奥サーン 夫婦は継続事業体　#恐妻共済　,294,13007,26744,10667
91,3247270494,Hmanabe2,滋賀を拠点に日本全国の風景写真を撮影しています。星空、動物撮影が好物です。 東京カメラ部10選2017。 お気軽に絡んでください。 📷 SONY α9、α7R III ■Facebook https://t.co/0KHYAoHBMi,257,5361,3541,7514
92,752545281221095424,AestheticsJapan,"Posting Japan scenery, art, and more! #HumanityFirst",121,258463,2042,639
93,900487228966617088,tomotomo06123,水泳を愛す社会人、元スポーツクラブインストラクター🏊‍♀️水泳歴23年以上🏊‍♂️全国大会にはよく出てました。仕事でもスポーツでも心技体の重要性を感じブログを執筆中。心を鍛えて毎日笑顔になれる人を1人でも増やす為に活動をしています✨,4900,3935,776,4642
94,3256620086,tamasukon,B1 / 推し→@Rakuten_Panda / #今日のCoq /脱二度寝 / 勇往邁進/ #spm21st モデル理論班,801,350,11324,30511
95,1030359575570989056,Dorothy_South_,大物YouTuber→@JKaruaruBOT,306,153,9932,773
96,1194894166024572928,purupuru_puru_,ぷ,20,17,10,10
97,3007809169,bagu_balu,わーい！食欲が果てしなくて不眠症治療中で性欲が抑えきれないサーバルだよ！私の三大欲求どうなってるんだろうね！ふしぎー！一般的な恋人とはちょっと違うけどパートナーとしてのかばんちゃんがいるよ！たまにメルレで小銭を稼ぐよ！転載料は1ツイート50万円を請求するからよろしくね！⚠性的なツイートがあるよ！ミュート等で自衛してね！,49,67,213,329
98,1135796661161119744,jukenwwww,毎年多浪記録を更新している嫌われ者 /陰口でしか自我を保てないだカラ常に誰かと揉めてる（ρ＿； ） /匿名でしかイキれないだカラ / ビックマウスけど国立後期すら落ちる学力し /性格悪くて嫌われてるケド嘘と悪口やめられないンゴねぇ(´-ω-`) /オヂサン多浪生が受験の落ち方のコツを伝授( *• ̀ω•́ )b,456,190,2,9
99,1051419645901660160,J7Srn,死にたがりの生きたがり。バイト代はIBSの整体と古着に溶かしてる。 服は命。何でかって？ 着ないと公然猥褻になるからさ。ほぼ毎日ブラックファッションで街に出る女。,594,442,1046,1931
100,1178167360361943041,Ochimodo_34,"千葉東  山岳部  →  北海道大学  文学部  応援吹奏団 1年目　　

北の大地で気楽に学校生活中(📣&📖)
無言フォロー失礼します m(_ _)m",166,91,191,1668
101,903522911809486848,jiuguishixuan,思わず酒を飲みたくなる漢詩の一節をつぶやくbotです。古代の詩人と心で杯を酌み交わし、日々の酒を美味しくしましょう。追加したい詩があればご連絡下さい。現在のヘッダーは西湖十景「三潭印月」です。,2015,2050,5107,19
102,2991124760,Takashi_LF,🔴1/14〜2/1：MEGUMI OGITA GALLERY 銀座写真展🔴 2020 限定ポートフォリオボックス発売 🔴「日本でいちばん美しい富士山」カレンダー販売中⭕️🇺🇸National Geographic Traveler表紙⭕️MdN写真集表紙⭕️SWPA日本3位 ➡️仕事のご依頼は📩,264,2304,2438,12537
103,989817841271504897,c_flat_text,"snap/portrait撮る人 @tokyo 特に意味のない、感情にうったえかけ(過ぎ)ない写真を。
一緒にモデル、ヘアメイク、スタイリストとして作品づくりしてくださる方気軽にお声かけください✋

https://t.co/lD6TwZwN8M",380,2537,11507,23550
104,1109663637071757312,syc_official_,こんにちは、湘南ユースクワイア(SYC)公式アカウントです！湘南地域を中心に活動している合唱団🏖🐠主な活動日は日曜日、勢力拡大中🌪🌪,383,353,115,89
105,990561037010153472,oz_ma33,"童貞お絵かきマンです。童貞にしか描けないものがきっとある。🔞
ファンティア　https://t.co/IIwqldULu9
日記　https://t.co/dyKcS6l1v7",218,40667,620,388
106,1166270456099295232,accesstothenull,eeic2019 競プロ AtCoder(dividebyzero),333,190,597,1875
107,972488274001342464,watachun4,数学 / Perfume / 自転車 / 湧源 小鳥のように囀ずっています。,225,145,23822,19081
108,1188750563921383424,nazeisan,去年の５月ごろから勉強ができなくなってしまいました。原因はわかりません。本を読んだり絵を描いたりできるようにはなりましたが…ヘッダーはかばんさばーどさんに描いていただきました！,580,591,3490,5596
109,783214,Twitter,What’s happening?!,1,57092530,12818,6389
110,3143283955,a_lonely_R,"ぼっちってわかる人しかフォローしてないので、フォロー返して欲しい方は言ってくださいm(_ _;)m
・普段強がって吐けない弱音をツイートします。
・なんでもDMやリプ（返信）お願いします。


僕は男です。

「https://t.co/a9CMR3Cudlアソシエイト」利用中
質問箱再開しました
（匿名でメッセージを送れます。↓）",227,309,1382,5813
111,863397297287159808,k_kamisou,北大文言語② jazz研会長tb ベルギージャズ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 恵迪寮E2「全寮一面白い男の部屋」,814,884,4299,22819
112,3561931998,oldpicture1900,"主に戦前～戦後昭和の懐かしい写真を貼っていきます（脱線も多々）。 人を中心に、当時の暮らしぶりが分かるような物を挙げて行きたいと思います。
出会い業者さんなど以外は基本的に全員100%フォロバさせて頂いてますが、最近フォロー上限規制が厳しいのですみませんがお待ちください。",92578,117923,9506,48014
113,851040615789862912,yuta_ooseto,Landscape Photographer  📷SONY α,202,3150,6911,16010
114,818091150141583361,s_oly01,Photographer based in Tokyo 👩‍💻📸 日常のきらめき、絵になる瞬間をキリトリます。 季節の瑞々しさと、都会が好きです。Sony α7iii,187,3678,6433,28090
115,1219938017235746816,tsubonoir,鬱とか、不安とか、贖罪とか、愚かさとか、性とか、欲望のかたまりとか、まあそんなところ。そんなとこ、見たいの？,55,55,85,50
116,365352728,dotinstall,3分動画でマスターできるプログラミング学習サービスです。お問合せはこちらから！ → https://t.co/VDGvQ7n7IU,10041,14451,1034,2038
117,998222287525494784,BrernssNot,KU M1 | 生体分子の計測屋 | 非線形光学と量子論・物性 |,566,738,23252,83859
118,4694011080,Ryo_214k,ZMS🌻33 ／ トプ画はもず先輩から,119,135,119,290
119,1131042553812332544,1rou_arai,某動物擬人化アニメとは関係ないのだ。BL好きなのだ。今は一般垢とア界隈の中間なので嫌な方はブロックしてほしいのだ。,771,638,168,2045
120,753066658340536320,Y_K_photography,魚眼レンズ大好きっ子,81,12140,8678,9324
121,895116254159052800,Utsuno__,鬱病の会社員,246,783,14932,104052
122,1166329931934003200,MatchingStudy,スタマチは北大生限定の学習用マッチングアプリです。「勉強仲間」「趣味仲間」を作るために活用出来ます！iOS/Android両方リリース中です。このアカウントでは、アプリの使い方、マッチング状況、最新情報等を発信していきます。スタマチで「学びのシェア」をしていきましょう！,839,311,523,238
123,2727959508,keiriplus,経理プラスは経理担当者様向けに、日々の業務のプラスになるお役立ち情報をお届けします！メルマガ会員募集中♪　https://t.co/F9SyaEiWw5,973,998,906,65
124,1029551973689778176,naoya_foodlab,作家、料理家。本を出したり、取材したり、料理を作っています。新刊『新しい料理の教科書』(1/17日刊行)が発売中です！https://t.co/3c6HsUoBwz,218,11446,2209,4926
125,2591402142,d500taku0711,出張先で僕が好きなものを撮っています,725,2580,23794,35046
126,2538651966,sibirerucake,だいたいにおいて底辺から数えた方が早いOL,0,143359,1835,0
127,1122661852045959169,quantumdot1211,京都大学で物性実験の研究をしています。理論計算もやります。理学と工学、光物性物理学と量子光学の狭間に興味があります。クラシック音楽を嗜みます。博士課程進学が決まりました。,279,182,14698,13602
128,348960284,heat_exchange,読みは“ひーと“。某高専卒業生。最近はTwitterをトレード日誌代わりにしてる。お気に入りはつぶやきの保存のため行っています。,1495,785,91465,5466
129,3151169058,S__m5o,空リプばっかりしてるみつきさんです,4,5,227,234
130,1207075155953930240,youya_Ha,"凍結くらったので、リマスター版です。前までよりマイルドになれるといいなぁ
R-18要素強めなので、高校生以下はなるべく回れ右",65,44,2776,2274
131,1153914005532004352,shiifoncake,カメラ始めて1年と何ヶ月か📷/大学生/風景とスナップ時々ポトレ/kissm→SONYα7Ⅱ/saga→saitama/2019/7/24〜,110,10622,2047,7571
132,968451800104812544,hai_42,"　#ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢　ˈ⃢ˈ⃢殺ˈ⃢ˈ⃢ˈ⃢しˈ ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈˈ⃢  　ˈ⃢どˈ⃢うˈ⃢もゴˈ⃢ミˈ⃢でˈ⃢ˈ⃢ˈ⃢すˈ⃢

　　　
　　#ポケモン剣盾　　　　　　　　　　　　　　

　　　　　　　　　　

　　　　　　　　　　　",771,855,5645,103420
133,870281092422443008,ktytntr78,近代建築。内観見学できるもの中心。 林愛作とFLライトと弟子たち。博物館、資料館、たまにおえかきとtrpg。つくったものとかいたもの→https://t.co/P2i4AyIcDo,194,555,629,1708
134,1003625395550236673,JKK_5S,電機メーカー1年目/部品を調達するアカウント/田舎で暮らそう/ブログ始めましたhttps://t.co/UfUIKQfqLI,355,3757,16946,2090
135,592506046,Akira_TAKAUE,"✨個展 Sony Imaging Gallery 2/28(金) - 3/12(木) ╞ Fine Art Photographer【工学博士, 一級建築士, P.E.】🏆IPA連続1位/グランプリ他・受賞多数 | TIFA国際審査員 | 世界の都市風景, 建築, 橋梁を撮影",310,9188,1609,6089
136,1168097503792660480,s2aw0825,https://t.co/eLYf8SwY4s,24,418,7,55
137,1035470327059378176,anpirika,東大理一🇨🇳 AtCoder 茶 575指摘 滝 将棋垢→@anpirika_shogi,3563,3427,7689,87853
138,2332978009,tkm_cham,"お絵描きしてます。修行中ですゆえ。
[sub] @tkm_nyan 
[mail] tsukumokawaii@gmail.com",32246,79820,10553,17675
139,1032174276453920768,Haruka2003_exe,0x10歳 ただの人間には興味ありません。この中に、ロボカッパー、Pythonist、機械好き、プログラマー、オタク、超能力者がいたら、あたしのところに来なさい。以上。,1068,1028,5731,24006
140,1202200267820695553,meteor____7,†悔い改めて†,113,75,7017,16524
141,1063680282501365760,66nanometre,"私らしく生きている享楽主義者 h+
Feng shui☯⛤, Kirby, shrine⛩, meditation, Yo-ga, 純粋知性科学、素粒子物理学が好き",41,41,1738,1799
142,4430612772,sen70725k,パワポケとひなビタ♪とデレマスとDDLC／個人小説サークル「ポケットサナトリウム」「Impatiens」https://t.co/ZPMWvaiGY8 高森藍子担当154SEN.P『Alley Cat Cafe 表参道店』／ノンバーDDRer／B4UTインカレ,1122,836,86612,78751
143,2829495248,aili_1001,Official Twitter 女優してます。#ミスマガジン2018 審査員特別賞 / CM「鹿児島銀行Payどん」 / MV「プレゼント/天月」「First Sight/UVERworld」/ 朗読劇「いつもの帰り道」丘咲美優 役,72,9302,3565,6319
144,1211231810157346817,PUQREAL,@PQRIN の リア垢というか縮小アカウント エンカウントした事があり相互認識しているであろう人と繋がります そんなに呟きません,225,219,42,15
145,58459939,daihiko,社会的文脈における意思決定を専門とする適応論的社会心理学者 (進化心理学者と自己紹介することもある)。全てのリプライには寄り添いを含んでいただきます。ツイートはR18指定です。国境なき犬もふ団団長。,961,7031,197291,8799
146,834271340907491329,churio8obird,SKE48高柳明音の鳥が好きすぎるが故に作ってしまった裏アカならぬ“鳥アカ”です。沢山の鳥好きさんと鳥の輪広げたい！と思い作りました。鳥の写真を載せてる方無言フォロー&ファボしがち。無言フォロー大歓迎です//BLA三級保有 #高柳家とりふぁみりー,313,15603,509,10307
147,884658094558531584,satoyaeki,さとうやえき/俳優/舞台/映画/MV/被写体/⬇︎インスタはフォトアルバム的な⬇︎/【仕事依頼はDMにて】,239,256,837,2254
148,980112394830561281,accccompaniment,声楽の伴奏をはじめ、器楽やオペラ、合唱伴奏等アンサンブルを中心に活動しております。演奏依頼、ピアノの出張レッスンも行っておりますのでお気軽にご相談ください。連絡はDMかginntok@gmail.comまで。昭和音楽大学伴奏研究員(オペラ・声楽),1416,1447,3563,64029
